transfer_id,from_account,to_account,amount,timestamp
TXN-000349,AC-00198,AC-00349,211859.31,2026-06-20T13:29:04.772640
TXN-000350,AC-00125,AC-00119,123890.72,2025-08-15T15:33:27.772640
TXN-000351,AC-00242,AC-00336,227619.63,2025-10-17T09:49:14.772640
TXN-000352,AC-00069,AC-00176,142382.71,2026-01-11T02:04:12.772640
TXN-000353,AC-00200,AC-00198,177968.89,2025-09-01T16:12:46.772640
TXN-000354,AC-00201,AC-00311,89324.36,2026-07-08T19:40:16.772640
TXN-000355,AC-00057,AC-00132,245343.97,2025-09-28T16:27:37.772640
TXN-000356,AC-00201,AC-00213,182776.42,2026-04-03T02:58:37.772640
TXN-000357,AC-00330,AC-00032,78914.43,2026-07-11T21:29:15.772640
TXN-000358,AC-00097,AC-00291,180610.88,2025-09-30T18:14:41.772640
TXN-000359,AC-00107,AC-00113,248901.43,2026-05-02T11:33:45.772640
TXN-000360,AC-00009,AC-00307,243375.52,2026-02-18T19:11:59.772640
TXN-000361,AC-00275,AC-00315,147513.09,2025-10-14T14:40:19.772640
TXN-000362,AC-00059,AC-00170,78000.8,2026-01-31T09:41:24.772640
TXN-000363,AC-00115,AC-00135,138145.56,2025-09-14T00:14:32.772640
TXN-000364,AC-00049,AC-00331,194226.21,2026-06-13T11:02:39.772640
TXN-000365,AC-00262,AC-00158,100118.71,2026-07-02T03:06:44.772640
TXN-000366,AC-00355,AC-00350,146509.11,2025-10-04T17:00:29.772640
TXN-000367,AC-00360,AC-00335,4020.33,2025-10-02T16:33:29.772640
TXN-000368,AC-00026,AC-00252,45056.41,2025-09-13T14:51:59.772640
TXN-000369,AC-00275,AC-00239,187481.87,2025-09-09T14:20:26.772640
TXN-000370,AC-00041,AC-00212,246550.0,2025-11-14T19:57:57.772640
TXN-000371,AC-00265,AC-00336,121845.8,2026-05-19T17:58:48.772640
TXN-000372,AC-00348,AC-00311,209141.05,2026-02-18T01:44:51.772640
TXN-000373,AC-00116,AC-00331,57201.12,2026-01-31T21:49:29.772640
TXN-000374,AC-00094,AC-00016,45756.74,2026-06-05T13:25:19.772640
TXN-000375,AC-00108,AC-00170,153892.44,2025-10-24T11:45:26.772640
TXN-000376,AC-00213,AC-00162,166248.25,2026-05-14T01:50:21.772640
TXN-000377,AC-00145,AC-00004,174852.97,2025-10-02T05:35:52.772640
TXN-000378,AC-00273,AC-00211,211298.23,2026-06-11T07:46:15.772640
TXN-000379,AC-00349,AC-00214,123736.54,2025-08-11T21:38:17.772640
TXN-000380,AC-00038,AC-00215,218002.1,2026-02-19T19:03:39.772640
TXN-000381,AC-00044,AC-00324,57844.79,2025-08-25T06:18:19.772640
TXN-000382,AC-00147,AC-00210,129704.24,2026-03-02T12:35:02.772640
TXN-000383,AC-00046,AC-00318,207843.76,2026-05-17T20:11:05.772640
TXN-000384,AC-00173,AC-00189,49468.86,2026-07-15T10:33:47.772640
TXN-000385,AC-00294,AC-00118,25085.67,2026-06-06T00:10:11.772640
TXN-000386,AC-00346,AC-00333,85960.01,2026-02-01T13:22:26.772640
TXN-000387,AC-00327,AC-00029,227782.61,2026-03-28T13:35:58.772640
TXN-000388,AC-00298,AC-00172,158173.32,2026-01-01T10:35:58.772640
TXN-000389,AC-00133,AC-00287,133507.37,2026-06-05T22:21:32.772640
TXN-000390,AC-00340,AC-00039,53407.57,2026-03-12T06:50:42.772640
TXN-000391,AC-00141,AC-00104,148659.67,2025-11-16T02:24:43.772640
TXN-000392,AC-00272,AC-00245,20475.46,2026-07-19T08:46:13.772640
TXN-000393,AC-00130,AC-00154,141414.77,2025-10-28T15:30:37.772640
TXN-000394,AC-00175,AC-00339,148979.42,2026-05-24T07:47:18.772640
TXN-000395,AC-00332,AC-00210,88460.41,2026-02-05T11:59:58.772640
TXN-000396,AC-00182,AC-00318,234464.07,2025-11-05T11:20:41.772640
TXN-000397,AC-00157,AC-00164,89319.49,2026-01-28T09:42:58.772640
TXN-000398,AC-00220,AC-00082,200130.99,2026-07-07T10:19:26.772640
TXN-000399,AC-00062,AC-00328,49160.9,2026-03-29T02:53:57.772640
TXN-000400,AC-00109,AC-00284,207492.95,2026-04-12T19:34:55.772640
TXN-000401,AC-00320,AC-00207,36359.57,2025-07-29T12:57:06.772640
TXN-000402,AC-00158,AC-00060,84339.8,2025-11-29T04:57:20.772640
TXN-000403,AC-00269,AC-00128,13500.69,2026-05-16T22:46:33.772640
TXN-000404,AC-00344,AC-00308,24598.02,2026-06-24T03:51:45.772640
TXN-000405,AC-00212,AC-00152,187933.26,2026-06-03T19:08:55.772640
TXN-000406,AC-00116,AC-00064,16483.92,2025-10-06T06:52:16.772640
TXN-000407,AC-00077,AC-00274,163948.38,2025-10-31T07:25:08.772640
TXN-000408,AC-00115,AC-00042,176625.72,2025-07-27T05:01:37.772640
TXN-000409,AC-00026,AC-00332,199668.59,2025-12-27T05:49:51.772640
TXN-000410,AC-00302,AC-00076,78907.88,2026-03-11T11:22:19.772640
TXN-000411,AC-00060,AC-00072,159706.88,2026-07-21T01:49:40.772640
TXN-000412,AC-00349,AC-00333,3740.46,2026-03-20T15:43:08.772640
TXN-000413,AC-00092,AC-00325,17453.46,2026-04-16T02:28:25.772640
TXN-000414,AC-00310,AC-00022,166814.03,2025-08-19T20:09:21.772640
TXN-000415,AC-00299,AC-00035,193109.03,2025-10-29T21:07:43.772640
TXN-000416,AC-00191,AC-00098,200535.34,2025-08-24T08:55:10.772640
TXN-000417,AC-00077,AC-00302,12695.8,2026-05-02T16:43:14.772640
TXN-000418,AC-00131,AC-00238,172510.23,2026-07-09T05:34:33.772640
TXN-000419,AC-00238,AC-00007,59981.0,2025-07-31T21:14:29.772640
TXN-000420,AC-00335,AC-00053,189542.7,2026-05-28T02:01:01.772640
TXN-000421,AC-00184,AC-00038,215147.68,2025-10-09T07:02:39.772640
TXN-000422,AC-00187,AC-00343,7014.37,2026-07-06T17:54:12.772640
TXN-000423,AC-00186,AC-00124,8253.07,2026-06-22T12:27:11.772640
TXN-000424,AC-00133,AC-00207,128385.21,2025-12-04T07:33:31.772640
TXN-000425,AC-00187,AC-00186,6392.78,2026-05-13T06:47:55.772640
TXN-000426,AC-00092,AC-00145,183641.02,2025-10-25T06:55:55.772640
TXN-000427,AC-00018,AC-00158,25847.8,2025-09-04T10:16:06.772640
TXN-000428,AC-00018,AC-00126,206119.56,2026-01-14T12:01:31.772640
TXN-000429,AC-00130,AC-00022,107292.58,2026-03-02T02:26:45.772640
TXN-000430,AC-00026,AC-00025,159136.92,2025-11-18T15:04:37.772640
TXN-000431,AC-00167,AC-00064,236090.03,2025-09-18T10:48:09.772640
TXN-000432,AC-00217,AC-00138,246077.19,2026-03-14T19:32:00.772640
TXN-000433,AC-00285,AC-00140,223179.89,2025-11-21T18:37:10.772640
TXN-000434,AC-00114,AC-00248,96272.81,2026-05-04T07:48:35.772640
TXN-000435,AC-00060,AC-00019,193893.71,2026-03-09T07:52:49.772640
TXN-000436,AC-00187,AC-00291,71826.56,2025-11-11T18:05:49.772640
TXN-000437,AC-00081,AC-00273,111116.81,2026-06-05T13:00:15.772640
TXN-000438,AC-00301,AC-00346,205720.04,2026-03-31T22:17:19.772640
TXN-000439,AC-00138,AC-00268,18532.39,2026-02-12T17:00:57.772640
TXN-000440,AC-00107,AC-00153,234933.72,2026-05-27T07:50:50.772640
TXN-000441,AC-00049,AC-00192,181733.39,2026-01-31T19:58:46.772640
TXN-000442,AC-00052,AC-00314,35388.33,2026-06-30T04:37:51.772640
TXN-000443,AC-00042,AC-00090,139297.75,2026-01-07T01:50:09.772640
TXN-000444,AC-00251,AC-00359,97155.6,2025-09-07T10:48:47.772640
TXN-000445,AC-00252,AC-00054,10017.01,2025-08-24T08:21:43.772640
TXN-000446,AC-00232,AC-00315,89189.1,2026-03-01T16:39:48.772640
TXN-000447,AC-00295,AC-00092,216240.28,2026-05-20T02:01:07.772640
TXN-000448,AC-00329,AC-00054,15138.26,2026-02-20T09:21:33.772640
TXN-000449,AC-00123,AC-00298,148035.77,2026-05-29T00:16:10.772640
TXN-000450,AC-00299,AC-00081,122639.93,2026-03-29T02:13:42.772640
TXN-000451,AC-00061,AC-00229,144860.01,2026-01-11T23:07:31.772640
TXN-000452,AC-00132,AC-00112,220772.53,2025-09-08T08:35:24.772640
TXN-000453,AC-00189,AC-00073,244948.94,2025-10-21T23:31:54.772640
TXN-000454,AC-00103,AC-00190,38805.33,2026-04-12T21:51:25.772640
TXN-000455,AC-00214,AC-00357,46882.89,2025-07-29T20:55:44.772640
TXN-000456,AC-00141,AC-00258,151632.36,2026-01-10T01:00:56.772640
TXN-000457,AC-00209,AC-00123,87038.65,2026-04-09T07:55:53.772640
TXN-000458,AC-00255,AC-00101,78219.65,2026-05-16T06:53:01.772640
TXN-000459,AC-00215,AC-00074,46338.84,2025-10-25T13:10:14.772640
TXN-000460,AC-00345,AC-00045,132334.34,2025-12-27T14:22:45.772640
TXN-000461,AC-00087,AC-00148,192967.99,2026-07-19T08:40:28.772640
TXN-000462,AC-00299,AC-00226,62693.16,2025-12-01T15:32:25.772640
TXN-000463,AC-00071,AC-00286,205401.35,2026-05-26T18:22:40.772640
TXN-000464,AC-00143,AC-00017,236457.41,2026-03-11T03:38:46.772640
TXN-000465,AC-00309,AC-00132,197105.63,2025-09-20T11:51:25.772640
TXN-000466,AC-00187,AC-00016,57814.66,2025-10-16T07:27:51.772640
TXN-000467,AC-00217,AC-00167,214538.15,2026-07-07T04:21:11.772640
TXN-000468,AC-00141,AC-00046,218054.91,2026-02-21T16:24:38.772640
TXN-000469,AC-00064,AC-00197,52163.11,2025-09-24T12:25:12.772640
TXN-000470,AC-00305,AC-00085,10698.97,2026-01-18T05:43:45.772640
TXN-000471,AC-00262,AC-00326,169247.92,2026-06-13T22:06:19.772640
TXN-000472,AC-00199,AC-00273,20778.38,2026-03-15T08:50:45.772640
TXN-000473,AC-00350,AC-00006,197177.6,2026-03-01T04:02:43.772640
TXN-000474,AC-00082,AC-00309,45359.07,2026-05-17T16:35:29.772640
TXN-000475,AC-00069,AC-00297,145845.41,2026-03-07T02:47:06.772640
TXN-000476,AC-00025,AC-00195,181618.54,2025-10-12T20:12:32.772640
TXN-000477,AC-00293,AC-00215,113402.11,2026-02-01T17:25:07.772640
TXN-000478,AC-00307,AC-00091,162491.9,2026-05-28T04:06:39.772640
TXN-000479,AC-00335,AC-00094,83844.52,2026-04-01T08:26:19.772640
TXN-000480,AC-00064,AC-00086,194868.39,2026-01-03T21:02:15.772640
TXN-000481,AC-00347,AC-00110,195882.47,2025-10-28T04:19:10.772640
TXN-000482,AC-00228,AC-00359,57607.71,2025-11-13T06:22:02.772640
TXN-000483,AC-00045,AC-00250,201970.54,2025-08-24T01:17:37.772640
TXN-000484,AC-00292,AC-00306,180136.21,2026-06-25T14:24:04.772640
TXN-000485,AC-00023,AC-00209,16547.07,2025-11-28T20:43:01.772640
TXN-000486,AC-00358,AC-00241,209241.81,2026-05-06T05:49:10.772640
TXN-000487,AC-00175,AC-00284,153989.07,2025-08-11T09:10:15.772640
TXN-000488,AC-00312,AC-00241,217396.02,2025-11-20T04:56:44.772640
TXN-000489,AC-00044,AC-00217,185360.15,2025-11-13T20:41:52.772640
TXN-000490,AC-00090,AC-00230,6490.98,2025-10-22T20:01:35.772640
TXN-000491,AC-00177,AC-00300,245212.93,2025-10-16T07:52:53.772640
TXN-000492,AC-00315,AC-00147,226904.44,2025-09-13T18:28:39.772640
TXN-000493,AC-00211,AC-00029,36999.17,2026-03-29T13:47:29.772640
TXN-000494,AC-00284,AC-00049,45137.59,2026-05-04T15:11:33.772640
TXN-000495,AC-00301,AC-00187,116560.68,2026-04-06T19:33:12.772640
TXN-000496,AC-00264,AC-00182,153594.19,2026-02-25T08:45:32.772640
TXN-000497,AC-00003,AC-00019,19182.86,2026-04-18T00:34:24.772640
TXN-000498,AC-00232,AC-00288,239558.37,2025-08-01T22:28:42.772640
TXN-000499,AC-00226,AC-00105,85047.01,2026-03-19T19:20:33.772640
TXN-000500,AC-00206,AC-00325,37028.2,2026-05-16T12:33:43.772640
TXN-000501,AC-00278,AC-00050,42087.15,2026-05-25T09:44:43.772640
TXN-000502,AC-00241,AC-00350,124235.81,2026-05-31T01:10:47.772640
TXN-000503,AC-00137,AC-00026,240534.04,2025-09-08T00:41:26.772640
TXN-000504,AC-00287,AC-00258,154188.85,2026-04-23T02:14:55.772640
TXN-000505,AC-00248,AC-00074,195286.78,2026-04-19T04:33:31.772640
TXN-000506,AC-00159,AC-00276,95511.62,2025-12-12T01:05:33.772640
TXN-000507,AC-00113,AC-00199,40523.6,2025-12-22T23:49:56.772640
TXN-000508,AC-00091,AC-00288,47799.65,2026-01-14T13:02:19.772640
TXN-000509,AC-00145,AC-00277,98443.37,2026-01-24T00:34:36.772640
TXN-000510,AC-00068,AC-00045,226794.76,2026-03-03T06:25:22.772640
TXN-000511,AC-00347,AC-00268,193390.25,2025-09-16T00:52:48.772640
TXN-000512,AC-00043,AC-00347,25422.73,2025-09-23T03:45:49.772640
TXN-000513,AC-00259,AC-00173,179183.55,2026-03-12T13:31:14.772640
TXN-000514,AC-00342,AC-00359,33822.93,2025-09-03T10:08:05.772640
TXN-000515,AC-00208,AC-00340,37160.41,2025-07-31T00:09:48.772640
TXN-000516,AC-00112,AC-00081,67610.97,2026-05-31T23:23:56.772640
TXN-000517,AC-00283,AC-00149,87889.71,2025-08-01T23:29:10.772640
TXN-000518,AC-00302,AC-00062,124822.14,2025-11-02T20:58:30.772640
TXN-000519,AC-00015,AC-00304,37765.9,2026-05-20T00:35:18.772640
TXN-000520,AC-00204,AC-00192,94747.04,2025-08-17T06:32:22.772640
TXN-000521,AC-00278,AC-00077,50443.4,2026-07-24T08:11:44.772640
TXN-000522,AC-00253,AC-00311,24105.79,2025-12-19T15:01:16.772640
TXN-000523,AC-00354,AC-00114,123273.44,2025-12-18T07:40:00.772640
TXN-000524,AC-00093,AC-00209,238205.78,2026-05-09T02:14:19.772640
TXN-000525,AC-00355,AC-00287,40631.65,2025-10-10T03:42:22.772640
TXN-000526,AC-00147,AC-00042,23281.03,2025-08-24T14:26:03.772640
TXN-000527,AC-00211,AC-00271,96047.1,2026-01-06T21:58:53.772640
TXN-000528,AC-00328,AC-00314,181725.75,2026-02-15T16:45:11.772640
TXN-000529,AC-00014,AC-00290,215565.87,2025-11-23T14:45:32.772640
TXN-000530,AC-00179,AC-00040,127713.24,2026-01-10T13:11:34.772640
TXN-000531,AC-00027,AC-00154,86324.57,2025-08-04T10:23:25.772640
TXN-000532,AC-00314,AC-00086,40408.53,2026-04-27T23:06:39.772640
TXN-000533,AC-00251,AC-00232,133840.39,2025-09-30T04:57:13.772640
TXN-000534,AC-00224,AC-00128,220993.43,2026-06-20T10:58:12.772640
TXN-000535,AC-00147,AC-00181,159941.34,2026-07-08T04:49:22.772640
TXN-000536,AC-00017,AC-00005,69007.9,2026-06-10T12:19:36.772640
TXN-000537,AC-00024,AC-00113,31195.32,2026-05-29T15:57:54.772640
TXN-000538,AC-00293,AC-00145,230123.1,2026-04-21T19:54:34.772640
TXN-000539,AC-00195,AC-00155,180323.39,2026-05-03T23:35:21.772640
TXN-000540,AC-00134,AC-00100,209140.85,2025-10-23T02:10:07.772640
TXN-000541,AC-00168,AC-00282,193367.92,2026-06-11T17:45:58.772640
TXN-000542,AC-00096,AC-00155,110302.43,2026-01-10T01:38:42.772640
TXN-000543,AC-00030,AC-00282,69173.66,2026-07-12T01:17:37.772640
TXN-000544,AC-00161,AC-00007,59548.27,2025-11-10T09:53:48.772640
TXN-000545,AC-00102,AC-00248,164650.74,2025-08-22T14:32:21.772640
TXN-000546,AC-00168,AC-00204,237917.28,2026-06-24T10:40:54.772640
TXN-000547,AC-00280,AC-00044,3231.21,2025-09-03T00:42:47.772640
TXN-000548,AC-00129,AC-00241,72757.19,2026-04-01T09:30:57.772640
TXN-000549,AC-00276,AC-00174,224044.44,2026-06-27T12:15:35.772640
TXN-000550,AC-00055,AC-00262,32429.86,2026-07-09T03:11:07.772640
TXN-000551,AC-00357,AC-00213,174932.17,2026-05-30T22:48:54.772640
TXN-000552,AC-00242,AC-00031,114530.48,2025-09-04T07:07:15.772640
TXN-000553,AC-00288,AC-00051,226790.63,2025-10-24T15:12:50.772640
TXN-000554,AC-00184,AC-00322,54768.73,2025-11-06T06:06:43.772640
TXN-000555,AC-00041,AC-00274,192725.29,2026-06-22T11:34:39.772640
TXN-000556,AC-00068,AC-00216,28490.05,2025-11-16T14:55:59.772640
TXN-000557,AC-00023,AC-00234,82432.16,2026-03-21T15:22:12.772640
TXN-000558,AC-00251,AC-00185,158985.6,2026-03-30T00:21:30.772640
TXN-000559,AC-00219,AC-00292,238046.33,2026-05-23T12:18:55.772640
TXN-000560,AC-00353,AC-00092,26583.7,2025-08-13T17:48:26.772640
TXN-000561,AC-00169,AC-00261,72786.43,2025-10-18T13:16:55.772640
TXN-000562,AC-00074,AC-00293,36227.8,2026-02-09T02:49:15.772640
TXN-000563,AC-00196,AC-00349,102368.52,2026-03-15T20:11:58.772640
TXN-000564,AC-00304,AC-00335,215250.43,2025-11-28T20:48:41.772640
TXN-000565,AC-00321,AC-00088,64245.95,2025-12-02T20:35:27.772640
TXN-000566,AC-00269,AC-00226,127186.36,2025-09-19T06:57:06.772640
TXN-000567,AC-00099,AC-00221,238572.01,2025-09-14T08:48:21.772640
TXN-000568,AC-00226,AC-00218,144359.4,2026-01-23T23:59:18.772640
TXN-000569,AC-00229,AC-00295,240046.28,2025-08-13T05:52:55.772640
TXN-000570,AC-00173,AC-00132,227219.39,2025-08-23T22:23:55.772640
TXN-000571,AC-00097,AC-00060,146833.81,2026-01-13T09:46:52.772640
TXN-000572,AC-00145,AC-00220,61102.61,2025-09-24T07:53:54.772640
TXN-000573,AC-00271,AC-00124,102315.27,2026-04-18T07:59:17.772640
TXN-000574,AC-00105,AC-00210,213692.52,2026-03-08T04:16:06.772640
TXN-000575,AC-00176,AC-00001,55231.97,2026-01-31T08:33:53.772640
TXN-000576,AC-00159,AC-00140,23893.87,2026-05-09T17:20:49.772640
TXN-000577,AC-00013,AC-00150,74909.05,2026-01-13T05:58:34.772640
TXN-000578,AC-00128,AC-00305,45618.82,2025-12-01T18:13:03.772640
TXN-000579,AC-00132,AC-00207,157930.71,2026-06-04T12:37:33.772640
TXN-000580,AC-00198,AC-00098,36463.89,2026-05-04T00:30:06.772640
TXN-000581,AC-00200,AC-00011,230320.03,2025-10-15T18:41:39.772640
TXN-000582,AC-00002,AC-00266,696.72,2026-07-04T04:45:35.772640
TXN-000583,AC-00112,AC-00202,166066.73,2026-04-01T14:32:20.772640
TXN-000584,AC-00165,AC-00051,237579.17,2025-08-28T11:03:49.772640
TXN-000585,AC-00108,AC-00101,115190.3,2025-09-26T18:13:06.772640
TXN-000586,AC-00137,AC-00136,117815.8,2026-03-18T20:31:27.772640
TXN-000587,AC-00191,AC-00021,226738.32,2025-09-11T04:24:35.772640
TXN-000588,AC-00269,AC-00096,188378.73,2026-07-26T05:52:46.772640
TXN-000589,AC-00257,AC-00274,174180.93,2025-08-11T09:30:23.772640
TXN-000590,AC-00291,AC-00226,9237.36,2026-03-21T12:24:03.772640
TXN-000591,AC-00326,AC-00035,211870.54,2025-11-08T12:42:35.772640
TXN-000592,AC-00253,AC-00128,192919.31,2026-05-07T11:17:22.772640
TXN-000593,AC-00232,AC-00138,3237.11,2025-07-31T18:15:08.772640
TXN-000594,AC-00326,AC-00052,33695.88,2026-07-18T09:34:51.772640
TXN-000595,AC-00220,AC-00116,198487.66,2025-10-25T00:31:50.772640
TXN-000596,AC-00025,AC-00014,19606.83,2026-05-15T12:45:24.772640
TXN-000597,AC-00085,AC-00303,225838.21,2026-05-10T06:38:35.772640
TXN-000598,AC-00287,AC-00271,155958.85,2025-08-12T07:46:37.772640
TXN-000599,AC-00074,AC-00283,172841.55,2026-02-11T00:12:58.772640
TXN-000600,AC-00067,AC-00019,235463.08,2025-08-11T00:20:34.772640
TXN-000601,AC-00169,AC-00013,88539.66,2026-02-22T18:44:48.772640
TXN-000602,AC-00203,AC-00315,125453.17,2025-08-31T04:52:27.772640
TXN-000603,AC-00360,AC-00347,190358.41,2025-12-16T13:37:41.772640
TXN-000604,AC-00326,AC-00136,46958.19,2025-12-20T14:37:36.772640
TXN-000605,AC-00038,AC-00111,37552.2,2025-09-29T10:50:25.772640
TXN-000606,AC-00223,AC-00271,133067.15,2025-10-05T05:23:47.772640
TXN-000607,AC-00346,AC-00288,95270.04,2025-08-27T13:18:55.772640
TXN-000608,AC-00049,AC-00242,180134.84,2025-10-28T00:10:30.772640
TXN-000609,AC-00002,AC-00082,17914.42,2026-01-18T23:31:46.772640
TXN-000610,AC-00121,AC-00147,215409.96,2026-05-14T23:29:07.772640
TXN-000611,AC-00224,AC-00066,84020.27,2026-05-07T05:21:14.772640
TXN-000612,AC-00276,AC-00142,55449.53,2025-11-15T06:04:08.772640
TXN-000613,AC-00222,AC-00170,37234.04,2026-06-22T02:40:59.772640
TXN-000614,AC-00030,AC-00131,1808.4,2025-09-05T22:20:25.772640
TXN-000615,AC-00091,AC-00206,129886.01,2026-07-03T15:04:42.772640
TXN-000616,AC-00115,AC-00127,8656.71,2026-06-12T20:35:24.772640
TXN-000617,AC-00234,AC-00196,152944.26,2026-05-02T04:50:19.772640
TXN-000618,AC-00023,AC-00010,140331.78,2026-07-03T07:19:47.772640
TXN-000619,AC-00088,AC-00123,228203.1,2025-10-14T12:12:34.772640
TXN-000620,AC-00356,AC-00290,93532.31,2026-07-11T16:18:55.772640
TXN-000621,AC-00244,AC-00275,162220.46,2026-04-26T13:16:04.772640
TXN-000622,AC-00010,AC-00034,242524.68,2025-11-05T02:17:06.772640
TXN-000623,AC-00105,AC-00040,197475.79,2025-10-02T14:05:58.772640
TXN-000624,AC-00078,AC-00070,218385.98,2026-06-10T12:14:45.772640
TXN-000625,AC-00257,AC-00057,138762.18,2026-03-17T14:38:45.772640
TXN-000626,AC-00204,AC-00146,31984.67,2026-04-26T23:58:23.772640
TXN-000627,AC-00269,AC-00077,37891.89,2026-01-09T12:14:13.772640
TXN-000628,AC-00142,AC-00338,131714.43,2026-05-25T21:30:08.772640
TXN-000629,AC-00098,AC-00308,236961.23,2026-03-29T04:34:11.772640
TXN-000630,AC-00225,AC-00241,24707.6,2026-04-29T04:54:12.772640
TXN-000631,AC-00193,AC-00169,16036.28,2025-09-12T16:45:58.772640
TXN-000632,AC-00024,AC-00061,1372.57,2026-02-15T00:12:51.772640
TXN-000633,AC-00119,AC-00161,117899.36,2026-01-09T14:48:31.772640
TXN-000634,AC-00077,AC-00045,46284.98,2025-12-02T08:42:32.772640
TXN-000635,AC-00012,AC-00295,56919.38,2026-07-09T00:29:45.772640
TXN-000636,AC-00274,AC-00121,89476.02,2026-06-20T23:00:30.772640
TXN-000637,AC-00255,AC-00163,248944.44,2025-12-30T21:55:21.772640
TXN-000638,AC-00231,AC-00042,50863.79,2026-04-08T14:31:44.772640
TXN-000639,AC-00236,AC-00350,173389.45,2026-03-22T13:04:33.772640
TXN-000640,AC-00251,AC-00068,116240.99,2026-05-16T06:52:00.772640
TXN-000641,AC-00008,AC-00138,224322.24,2025-08-26T14:24:14.772640
TXN-000642,AC-00165,AC-00206,191435.43,2025-09-25T00:43:48.772640
TXN-000643,AC-00262,AC-00231,130386.91,2026-05-27T04:53:38.772640
TXN-000644,AC-00305,AC-00311,239195.92,2026-06-30T04:41:07.772640
TXN-000645,AC-00183,AC-00243,41567.99,2026-07-05T10:01:35.772640
TXN-000646,AC-00182,AC-00212,61193.34,2026-04-09T03:06:54.772640
TXN-000647,AC-00005,AC-00023,38263.5,2026-02-08T20:45:04.772640
TXN-000648,AC-00061,AC-00082,133227.4,2025-10-10T12:55:50.772640
TXN-000649,AC-00033,AC-00304,244802.89,2025-12-25T20:03:53.772640
TXN-000650,AC-00218,AC-00104,57245.96,2026-04-06T12:00:29.772640
TXN-000651,AC-00180,AC-00109,130344.74,2026-04-15T20:20:34.772640
TXN-000652,AC-00142,AC-00249,111791.0,2026-01-22T00:30:02.772640
TXN-000653,AC-00124,AC-00336,40920.57,2025-12-23T06:14:16.772640
TXN-000654,AC-00107,AC-00146,156595.52,2025-10-03T21:08:51.772640
TXN-000655,AC-00337,AC-00077,149391.38,2026-02-20T15:26:54.772640
TXN-000656,AC-00218,AC-00001,64900.55,2025-12-30T03:49:43.772640
TXN-000657,AC-00173,AC-00112,86855.28,2025-09-25T04:14:59.772640
TXN-000658,AC-00183,AC-00236,139245.48,2025-10-14T06:43:46.772640
TXN-000659,AC-00148,AC-00011,112960.08,2026-06-10T22:04:45.772640
TXN-000660,AC-00357,AC-00099,94346.32,2026-06-01T07:59:22.772640
TXN-000661,AC-00096,AC-00260,223394.74,2026-03-15T15:07:17.772640
TXN-000662,AC-00259,AC-00278,175478.65,2026-07-14T07:34:07.772640
TXN-000663,AC-00328,AC-00168,219169.59,2025-08-11T08:37:16.772640
TXN-000664,AC-00299,AC-00083,248593.12,2026-04-16T23:58:04.772640
TXN-000665,AC-00203,AC-00105,122021.76,2025-10-30T12:32:02.772640
TXN-000666,AC-00199,AC-00332,204324.0,2026-07-24T01:10:36.772640
TXN-000667,AC-00317,AC-00060,69114.63,2025-08-06T22:33:36.772640
TXN-000668,AC-00287,AC-00167,79028.87,2026-07-24T03:47:48.772640
TXN-000669,AC-00249,AC-00316,120176.69,2026-02-27T07:13:43.772640
TXN-000670,AC-00077,AC-00062,211234.07,2026-04-29T18:36:35.772640
TXN-000671,AC-00077,AC-00288,53513.26,2025-10-03T20:31:17.772640
TXN-000672,AC-00275,AC-00273,8888.78,2026-04-11T15:54:48.772640
TXN-000673,AC-00119,AC-00188,154364.12,2025-12-16T19:36:05.772640
TXN-000674,AC-00286,AC-00229,66331.52,2025-08-29T14:37:48.772640
TXN-000675,AC-00088,AC-00064,42430.21,2026-03-22T04:42:43.772640
TXN-000676,AC-00219,AC-00134,99766.94,2025-12-23T23:04:42.772640
TXN-000677,AC-00030,AC-00145,92410.78,2026-04-21T20:28:40.772640
TXN-000678,AC-00306,AC-00129,62224.13,2025-12-03T13:50:44.772640
TXN-000679,AC-00078,AC-00280,180622.89,2025-11-07T21:27:26.772640
TXN-000680,AC-00116,AC-00188,200152.73,2026-01-16T06:51:04.772640
TXN-000681,AC-00262,AC-00359,65933.08,2026-02-16T15:42:18.772640
TXN-000682,AC-00058,AC-00191,190702.76,2026-04-21T08:09:21.772640
TXN-000683,AC-00058,AC-00185,124349.39,2026-03-19T19:13:12.772640
TXN-000684,AC-00333,AC-00181,215845.05,2026-06-27T07:31:45.772640
TXN-000685,AC-00044,AC-00113,87976.05,2025-11-22T06:49:28.772640
TXN-000686,AC-00020,AC-00153,89675.87,2026-05-02T03:57:16.772640
TXN-000687,AC-00117,AC-00123,214573.0,2026-06-28T19:48:42.772640
TXN-000688,AC-00162,AC-00224,176907.0,2026-01-06T01:42:54.772640
TXN-000689,AC-00234,AC-00076,198621.0,2026-01-08T03:11:23.772640
TXN-000690,AC-00096,AC-00182,103468.08,2026-05-18T15:05:01.772640
TXN-000691,AC-00204,AC-00184,83499.27,2026-02-20T16:03:50.772640
TXN-000692,AC-00199,AC-00076,203098.14,2026-04-09T03:09:51.772640
TXN-000693,AC-00202,AC-00338,127526.71,2025-08-13T01:14:49.772640
TXN-000694,AC-00003,AC-00288,110646.29,2025-11-28T21:27:38.772640
TXN-000695,AC-00284,AC-00258,2884.81,2025-08-14T22:11:41.772640
TXN-000696,AC-00181,AC-00302,184714.53,2026-02-06T18:31:15.772640
TXN-000697,AC-00300,AC-00102,20507.16,2025-11-10T12:39:16.772640
