fir_id,crime_type,severity,ward,lat,lng,timestamp,hour,weekday,is_night,is_weekend,is_festival_day,weather,population_density,weapon,suspect_id,station_id,status
FIR-001765,Assault,5,West Sector,26.900111,75.783627,2025-10-11T11:03:58.257791,11,5,0,1,0,Cloudy,9100,Improvised,,PS-002,Closed
FIR-001766,Burglary,3,North District,26.930814,75.819336,2025-10-05T07:47:58.257791,7,6,0,1,0,Clear,8200,None,,PS-006,Closed
FIR-001767,Vehicle Theft,1,North District,26.924203,75.820522,2025-08-29T10:46:58.257791,10,4,0,0,0,Heatwave,8200,None,,PS-002,Cold
FIR-001768,Kidnapping,4,Industrial Belt,26.849826,75.780393,2026-04-02T17:27:58.257791,17,3,0,0,0,Clear,3100,None,P-00280,PS-002,Cold
FIR-001769,Assault,4,Riverside,26.872139,75.816419,2025-11-26T19:39:58.257791,19,2,0,0,0,Cloudy,5200,Blunt Object,,PS-004,Cold
FIR-001770,Vehicle Theft,2,Old City,26.926282,75.797433,2026-07-05T10:49:58.257791,10,6,0,1,0,Cloudy,16200,None,P-00527,PS-008,Cold
FIR-001771,Robbery,3,East Ward,26.908181,75.826175,2026-04-06T07:51:58.257791,7,0,0,0,0,Clear,10800,Knife,P-00087,PS-002,Chargesheet Filed
FIR-001772,Fraud,2,Old City,26.914594,75.816318,2026-05-06T18:26:58.257791,18,2,0,0,0,Heatwave,16200,None,P-00297,PS-007,Under Investigation
FIR-001773,Narcotics,4,North District,26.931826,75.827895,2026-04-30T07:14:58.257791,7,3,0,0,0,Fog,8200,None,,PS-006,Closed
FIR-001774,Theft,3,West Sector,26.883028,75.763333,2026-02-18T15:24:58.257791,15,2,0,0,0,Clear,9100,None,,PS-008,Under Investigation
FIR-001775,Theft,3,Old City,26.921641,75.805666,2026-05-25T18:19:58.257791,18,0,0,0,0,Clear,16200,None,P-00538,PS-007,Cold
FIR-001776,Assault,2,Old City,26.916695,75.814343,2026-03-06T12:05:58.257791,12,4,0,0,0,Clear,16200,Improvised,P-00202,PS-005,Closed
FIR-001777,Vehicle Theft,2,Old City,26.925413,75.797224,2026-07-16T07:22:58.257791,7,3,0,0,0,Rain,16200,None,P-00060,PS-008,Chargesheet Filed
FIR-001778,Theft,2,Old City,26.912484,75.809248,2025-12-11T04:16:58.257791,4,3,1,0,0,Clear,16200,None,P-00445,PS-003,Closed
FIR-001779,Burglary,2,South Division,26.862652,75.786012,2026-05-23T02:22:58.257791,2,5,1,1,0,Cloudy,6400,None,P-00111,PS-001,Under Investigation
FIR-001780,Theft,3,Industrial Belt,26.857335,75.780849,2026-02-15T13:05:58.257791,13,6,0,1,1,Clear,3100,None,P-00122,PS-006,Cold
FIR-001781,Theft,2,Central Zone,26.906084,75.80768,2025-08-01T13:49:58.257791,13,4,0,0,0,Rain,14500,None,,PS-001,Chargesheet Filed
FIR-001782,Fraud,2,Central Zone,26.89916,75.805871,2025-09-09T07:23:58.257791,7,1,0,0,0,Clear,14500,None,P-00104,PS-006,Chargesheet Filed
FIR-001783,Theft,2,Central Zone,26.908173,75.809114,2026-06-16T12:28:58.257791,12,1,0,0,0,Heatwave,14500,None,P-00558,PS-007,Closed
FIR-001784,Kidnapping,4,Central Zone,26.891587,75.810648,2025-10-04T09:18:58.257791,9,5,0,1,0,Clear,14500,Knife,,PS-004,Closed
FIR-001785,Burglary,4,Riverside,26.87299,75.798848,2025-11-16T09:34:58.257791,9,6,0,1,0,Clear,5200,None,,PS-008,Chargesheet Filed
FIR-001786,Burglary,4,Old City,26.907983,75.815455,2025-08-22T18:25:58.257791,18,4,0,0,0,Cloudy,16200,None,P-00549,PS-008,Under Investigation
FIR-001787,Vehicle Theft,3,Central Zone,26.893053,75.794742,2025-11-23T00:34:58.257791,0,6,1,1,0,Clear,14500,None,P-00558,PS-002,Under Investigation
FIR-001788,Assault,5,East Ward,26.895425,75.83057,2026-05-03T14:50:58.257791,14,6,0,1,0,Clear,10800,Firearm,,PS-002,Closed
FIR-001789,Cybercrime,3,South Division,26.867268,75.786869,2026-06-29T06:25:58.257791,6,0,0,0,0,Clear,6400,None,,PS-005,Under Investigation
FIR-001790,Vehicle Theft,1,Riverside,26.879126,75.814049,2025-10-07T21:14:58.257791,21,1,1,0,0,Cloudy,5200,None,P-00024,PS-006,Under Investigation
FIR-001791,Cybercrime,2,Central Zone,26.900537,75.796704,2026-03-14T00:32:58.257791,0,5,1,1,0,Heatwave,14500,None,P-00528,PS-003,Closed
FIR-001792,Assault,5,East Ward,26.914929,75.834247,2026-06-17T11:53:58.257791,11,2,0,0,0,Clear,10800,Knife,P-00159,PS-002,Closed
FIR-001793,Fraud,3,North District,26.918095,75.816291,2025-10-18T21:29:58.257791,21,5,1,1,0,Cloudy,8200,None,P-00073,PS-001,Under Investigation
FIR-001794,Fraud,2,North District,26.92331,75.826418,2026-03-07T07:47:58.257791,7,5,0,1,0,Fog,8200,None,P-00338,PS-004,Cold
FIR-001795,Robbery,5,South Division,26.870765,75.783919,2026-03-24T20:46:58.257791,20,1,1,0,0,Clear,6400,Firearm,,PS-002,Chargesheet Filed
FIR-001796,Narcotics,3,North District,26.912054,75.810476,2026-04-23T04:02:58.257791,4,3,1,0,0,Clear,8200,None,P-00556,PS-007,Under Investigation
FIR-001797,Burglary,4,Old City,26.917489,75.807762,2025-12-25T00:27:58.257791,0,3,1,0,0,Cloudy,16200,None,,PS-005,Under Investigation
FIR-001798,Burglary,3,East Ward,26.911689,75.83367,2026-01-21T04:41:58.257791,4,2,1,0,0,Rain,10800,None,P-00352,PS-001,Closed
FIR-001799,Theft,1,Central Zone,26.905671,75.810678,2025-08-22T22:38:58.257791,22,4,1,0,0,Fog,14500,None,,PS-007,Closed
FIR-001800,Narcotics,2,Central Zone,26.905276,75.807844,2025-10-20T05:38:58.257791,5,0,0,0,0,Clear,14500,None,P-00531,PS-004,Under Investigation
FIR-001801,Theft,3,South Division,26.867394,75.797127,2025-12-11T12:04:58.257791,12,3,0,0,0,Cloudy,6400,None,,PS-001,Closed
FIR-001802,Fraud,3,West Sector,26.893617,75.786428,2026-04-18T07:16:58.257791,7,5,0,1,0,Rain,9100,None,,PS-007,Under Investigation
FIR-001803,Fraud,3,Industrial Belt,26.859257,75.766578,2026-03-13T11:47:58.257791,11,4,0,0,0,Cloudy,3100,None,P-00208,PS-002,Closed
FIR-001804,Theft,1,South Division,26.880043,75.785023,2025-08-25T13:33:58.257791,13,0,0,0,0,Clear,6400,None,,PS-006,Closed
FIR-001805,Narcotics,4,East Ward,26.899526,75.828448,2025-08-03T03:13:58.257791,3,6,1,1,0,Rain,10800,None,,PS-005,Under Investigation
FIR-001806,Fraud,1,South Division,26.875861,75.796873,2025-11-13T16:05:58.257791,16,3,0,0,0,Cloudy,6400,None,,PS-006,Under Investigation
FIR-001807,Burglary,2,Industrial Belt,26.861275,75.76862,2025-08-11T15:12:58.257791,15,0,0,0,0,Clear,3100,None,,PS-005,Chargesheet Filed
FIR-001808,Vehicle Theft,2,South Division,26.864563,75.797567,2026-05-26T10:50:58.257791,10,1,0,0,0,Rain,6400,None,P-00448,PS-007,Closed
FIR-001809,Burglary,2,East Ward,26.898754,75.830276,2026-04-09T19:16:58.257791,19,3,0,0,0,Clear,10800,None,,PS-007,Under Investigation
FIR-001810,Burglary,2,Old City,26.9116,75.805681,2026-06-18T23:07:58.257791,23,3,1,0,0,Fog,16200,None,,PS-003,Cold
FIR-001811,Extortion,5,Central Zone,26.898845,75.788123,2025-09-17T15:13:58.257791,15,2,0,0,0,Clear,14500,Firearm,P-00155,PS-005,Under Investigation
FIR-001812,Narcotics,2,Central Zone,26.899447,75.794229,2026-03-01T18:48:58.257791,18,6,0,1,0,Clear,14500,None,P-00312,PS-002,Closed
FIR-001813,Narcotics,2,Riverside,26.89164,75.803706,2026-03-01T20:02:58.257791,20,6,1,1,0,Clear,5200,None,,PS-007,Closed
FIR-001814,Cybercrime,1,Industrial Belt,26.863323,75.779671,2026-05-05T07:36:58.257791,7,1,0,0,0,Cloudy,3100,None,P-00568,PS-005,Under Investigation
FIR-001815,Narcotics,3,East Ward,26.910152,75.833876,2025-11-17T00:04:58.257791,0,0,1,0,0,Clear,10800,None,P-00588,PS-004,Closed
FIR-001816,Fraud,2,West Sector,26.887633,75.775448,2025-07-26T18:01:58.257791,18,5,0,1,0,Cloudy,9100,None,P-00024,PS-002,Under Investigation
FIR-001817,Theft,2,Central Zone,26.901414,75.797234,2026-01-24T07:57:58.257791,7,5,0,1,0,Heatwave,14500,None,,PS-002,Closed
FIR-001818,Robbery,5,East Ward,26.901968,75.83905,2026-05-18T21:03:58.257791,21,0,1,0,0,Fog,10800,None,P-00431,PS-004,Chargesheet Filed
FIR-001819,Fraud,2,East Ward,26.894843,75.818187,2026-04-25T07:56:58.257791,7,5,0,1,0,Cloudy,10800,None,P-00231,PS-003,Closed
FIR-001820,Narcotics,3,Central Zone,26.888415,75.810042,2025-10-18T11:49:58.257791,11,5,0,1,0,Rain,14500,None,,PS-007,Under Investigation
FIR-001821,Fraud,2,Industrial Belt,26.861836,75.761917,2025-11-16T00:43:58.257791,0,6,1,1,0,Clear,3100,None,P-00422,PS-005,Under Investigation
FIR-001822,Cybercrime,2,North District,26.919905,75.820532,2025-11-13T09:46:58.257791,9,3,0,0,0,Cloudy,8200,None,P-00117,PS-008,Under Investigation
FIR-001823,Narcotics,2,North District,26.929723,75.826936,2026-02-15T20:55:58.257791,20,6,1,1,1,Cloudy,8200,None,,PS-001,Closed
FIR-001824,Theft,2,Industrial Belt,26.859769,75.760239,2026-02-10T12:44:58.257791,12,1,0,0,0,Clear,3100,None,P-00413,PS-007,Under Investigation
FIR-001825,Vehicle Theft,3,East Ward,26.910051,75.836718,2026-04-29T20:48:58.257791,20,2,1,0,0,Clear,10800,None,,PS-004,Under Investigation
FIR-001826,Narcotics,4,Central Zone,26.905295,75.791256,2026-01-25T12:46:58.257791,12,6,0,1,0,Rain,14500,None,P-00111,PS-004,Under Investigation
FIR-001827,Fraud,3,Central Zone,26.904827,75.811915,2026-07-01T04:29:58.257791,4,2,1,0,0,Clear,14500,None,,PS-001,Chargesheet Filed
FIR-001828,Narcotics,2,Old City,26.926205,75.801623,2026-06-15T21:27:58.257791,21,0,1,0,1,Rain,16200,None,P-00081,PS-002,Under Investigation
FIR-001829,Burglary,3,North District,26.926623,75.830594,2025-11-15T06:51:58.257791,6,5,0,1,1,Cloudy,8200,None,,PS-001,Under Investigation
FIR-001830,Theft,3,Old City,26.91499,75.795453,2026-02-19T19:47:58.257791,19,3,0,0,0,Cloudy,16200,None,P-00564,PS-004,Under Investigation
FIR-001831,Theft,2,East Ward,26.893277,75.834323,2025-12-08T02:27:58.257791,2,0,1,0,0,Fog,10800,None,,PS-006,Chargesheet Filed
FIR-001832,Cybercrime,2,Industrial Belt,26.856172,75.768373,2025-08-13T07:43:58.257791,7,2,0,0,0,Clear,3100,None,,PS-006,Closed
FIR-001833,Theft,1,North District,26.923964,75.82379,2025-12-05T22:29:58.257791,22,4,1,0,0,Heatwave,8200,None,P-00263,PS-008,Cold
FIR-001834,Theft,3,Industrial Belt,26.860808,75.768899,2026-03-10T07:02:58.257791,7,1,0,0,0,Clear,3100,None,,PS-002,Chargesheet Filed
FIR-001835,Narcotics,3,Old City,26.914889,75.805586,2025-11-02T18:57:58.257791,18,6,0,1,0,Clear,16200,None,,PS-002,Closed
FIR-001836,Fraud,1,Central Zone,26.891234,75.806776,2026-07-26T06:47:58.257791,6,6,0,1,0,Cloudy,14500,None,,PS-003,Closed
FIR-001837,Assault,5,South Division,26.868449,75.796432,2026-02-09T19:58:58.257791,19,0,0,0,0,Rain,6400,Knife,P-00396,PS-005,Chargesheet Filed
FIR-001838,Fraud,2,West Sector,26.894595,75.764103,2026-05-03T13:49:58.257791,13,6,0,1,0,Cloudy,9100,None,P-00278,PS-003,Chargesheet Filed
FIR-001839,Narcotics,3,Old City,26.925844,75.797951,2026-07-12T02:53:58.257791,2,6,1,1,0,Clear,16200,None,,PS-003,Under Investigation
FIR-001840,Fraud,1,Central Zone,26.888017,75.795705,2025-11-07T04:00:58.257791,4,4,1,0,0,Clear,14500,None,,PS-005,Closed
FIR-001841,Narcotics,3,Riverside,26.886545,75.798198,2026-03-14T22:57:58.257791,22,5,1,1,0,Clear,5200,None,P-00538,PS-004,Under Investigation
FIR-001842,Burglary,3,Old City,26.9034,75.807703,2025-10-31T16:58:58.257791,16,4,0,0,0,Cloudy,16200,None,,PS-004,Under Investigation
FIR-001843,Burglary,4,Central Zone,26.890045,75.791525,2025-10-10T22:37:58.257791,22,4,1,0,0,Rain,14500,None,,PS-005,Cold
FIR-001844,Burglary,4,Riverside,26.883376,75.799803,2025-11-19T16:57:58.257791,16,2,0,0,0,Rain,5200,None,,PS-008,Closed
FIR-001845,Cybercrime,2,Central Zone,26.902202,75.801056,2025-11-04T15:44:58.257791,15,1,0,0,0,Cloudy,14500,None,,PS-005,Under Investigation
FIR-001846,Burglary,2,Central Zone,26.89981,75.810568,2025-09-23T07:50:58.257791,7,1,0,0,0,Cloudy,14500,None,,PS-002,Closed
FIR-001847,Narcotics,2,East Ward,26.916362,75.826251,2025-08-17T15:27:58.257791,15,6,0,1,0,Clear,10800,None,P-00561,PS-007,Chargesheet Filed
FIR-001848,Theft,2,Old City,26.923804,75.803008,2026-01-28T10:21:58.257791,10,2,0,0,0,Cloudy,16200,None,,PS-005,Closed
FIR-001849,Robbery,5,Industrial Belt,26.851578,75.76546,2025-10-08T00:38:58.257791,0,2,1,0,0,Rain,3100,Knife,,PS-006,Under Investigation
FIR-001850,Theft,1,North District,26.915947,75.831638,2026-03-22T10:34:58.257791,10,6,0,1,0,Cloudy,8200,None,P-00272,PS-004,Closed
FIR-001851,Burglary,3,East Ward,26.904348,75.827113,2026-04-14T09:01:58.257791,9,1,0,0,0,Clear,10800,None,P-00048,PS-003,Closed
FIR-001852,Assault,2,Industrial Belt,26.865351,75.761105,2025-12-27T04:36:58.257791,4,5,1,1,0,Cloudy,3100,Firearm,,PS-004,Under Investigation
FIR-001853,Assault,3,Riverside,26.870465,75.816651,2025-11-14T16:49:58.257791,16,4,0,0,0,Clear,5200,Blunt Object,,PS-003,Under Investigation
FIR-001854,Theft,2,East Ward,26.898277,75.833254,2026-03-30T03:36:58.257791,3,0,1,0,0,Fog,10800,None,P-00581,PS-007,Under Investigation
FIR-001855,Vehicle Theft,2,Industrial Belt,26.856461,75.769073,2026-01-24T22:28:58.257791,22,5,1,1,0,Rain,3100,None,P-00152,PS-004,Under Investigation
FIR-001856,Narcotics,2,Old City,26.90845,75.798833,2026-03-28T21:42:58.257791,21,5,1,1,0,Clear,16200,None,P-00433,PS-008,Under Investigation
FIR-001857,Fraud,3,South Division,26.862945,75.793196,2026-06-07T07:52:58.257791,7,6,0,1,0,Clear,6400,None,P-00227,PS-008,Under Investigation
FIR-001858,Burglary,2,Old City,26.920608,75.805564,2026-07-20T05:43:58.257791,5,0,0,0,0,Cloudy,16200,None,P-00353,PS-007,Under Investigation
FIR-001859,Theft,3,Old City,26.909123,75.803952,2025-09-30T21:14:58.257791,21,1,1,0,0,Cloudy,16200,None,,PS-004,Closed
FIR-001860,Cybercrime,1,South Division,26.860821,75.782017,2025-12-21T12:46:58.257791,12,6,0,1,0,Clear,6400,None,P-00447,PS-006,Under Investigation
FIR-001861,Fraud,2,North District,26.925564,75.829081,2026-03-07T18:09:58.257791,18,5,0,1,0,Cloudy,8200,None,,PS-004,Chargesheet Filed
FIR-001862,Robbery,3,East Ward,26.904017,75.823308,2026-01-01T08:21:58.257791,8,3,0,0,0,Rain,10800,Firearm,P-00557,PS-007,Under Investigation
FIR-001863,Narcotics,4,Old City,26.92346,75.795884,2026-03-14T06:36:58.257791,6,5,0,1,0,Clear,16200,None,,PS-003,Under Investigation
FIR-001864,Vehicle Theft,2,Riverside,26.881334,75.804278,2025-11-12T10:17:58.257791,10,2,0,0,0,Fog,5200,None,P-00310,PS-005,Chargesheet Filed
FIR-001865,Burglary,3,Central Zone,26.903452,75.811959,2025-11-09T00:45:58.257791,0,6,1,1,0,Clear,14500,None,P-00121,PS-001,Cold
FIR-001866,Burglary,2,West Sector,26.885268,75.767857,2026-02-14T19:47:58.257791,19,5,0,1,0,Clear,9100,None,,PS-005,Under Investigation
FIR-001867,Theft,3,West Sector,26.898788,75.786555,2025-12-15T12:47:58.257791,12,0,0,0,1,Heatwave,9100,None,,PS-006,Under Investigation
FIR-001868,Narcotics,3,Industrial Belt,26.861376,75.76012,2025-10-26T20:52:58.257791,20,6,1,1,0,Fog,3100,None,,PS-001,Under Investigation
FIR-001869,Assault,2,Old City,26.919543,75.810439,2025-11-19T06:07:58.257791,6,2,0,0,0,Cloudy,16200,Firearm,,PS-006,Closed
FIR-001870,Fraud,1,Central Zone,26.893006,75.808476,2025-09-02T13:06:58.257791,13,1,0,0,0,Cloudy,14500,None,P-00491,PS-007,Under Investigation
FIR-001871,Robbery,4,South Division,26.866787,75.78303,2026-04-03T06:20:58.257791,6,4,0,0,0,Clear,6400,Blunt Object,,PS-002,Under Investigation
FIR-001872,Theft,2,Old City,26.908281,75.812537,2025-09-10T09:07:58.257791,9,2,0,0,0,Heatwave,16200,None,,PS-005,Under Investigation
FIR-001873,Theft,2,Old City,26.923389,75.79576,2025-10-01T00:03:58.257791,0,2,1,0,0,Cloudy,16200,None,,PS-001,Under Investigation
FIR-001874,Cybercrime,2,North District,26.914793,75.825985,2026-06-03T21:12:58.257791,21,2,1,0,0,Clear,8200,None,P-00190,PS-008,Closed
FIR-001875,Theft,3,Old City,26.91559,75.802451,2025-12-07T12:29:58.257791,12,6,0,1,0,Clear,16200,None,,PS-007,Chargesheet Filed
FIR-001876,Burglary,4,Industrial Belt,26.871538,75.773808,2025-12-02T08:36:58.257791,8,1,0,0,0,Cloudy,3100,None,,PS-002,Under Investigation
FIR-001877,Assault,5,Industrial Belt,26.859083,75.763548,2025-11-18T10:33:58.257791,10,1,0,0,0,Fog,3100,Improvised,P-00041,PS-007,Under Investigation
FIR-001878,Theft,1,Old City,26.904371,75.805214,2025-11-03T08:02:58.257791,8,0,0,0,0,Clear,16200,None,P-00422,PS-008,Cold
FIR-001879,Narcotics,4,Riverside,26.876737,75.81996,2026-01-28T13:21:58.257791,13,2,0,0,0,Clear,5200,None,P-00148,PS-003,Chargesheet Filed
FIR-001880,Burglary,4,South Division,26.860301,75.801162,2025-07-29T20:58:58.257791,20,1,1,0,0,Cloudy,6400,None,,PS-004,Closed
FIR-001881,Fraud,2,Central Zone,26.897751,75.801244,2026-02-22T18:43:58.257791,18,6,0,1,0,Heatwave,14500,None,P-00467,PS-007,Chargesheet Filed
FIR-001882,Burglary,3,North District,26.920023,75.831671,2026-04-21T04:34:58.257791,4,1,1,0,0,Cloudy,8200,None,P-00593,PS-005,Chargesheet Filed
FIR-001883,Robbery,3,Industrial Belt,26.857184,75.761609,2025-11-03T07:08:58.257791,7,0,0,0,0,Clear,3100,Blunt Object,P-00375,PS-006,Closed
FIR-001884,Vehicle Theft,2,Old City,26.91224,75.799223,2025-12-09T17:12:58.257791,17,1,0,0,0,Cloudy,16200,None,,PS-005,Cold
FIR-001885,Fraud,2,Old City,26.923488,75.814771,2026-01-21T05:44:58.257791,5,2,0,0,0,Cloudy,16200,None,,PS-001,Chargesheet Filed
FIR-001886,Theft,3,North District,26.908133,75.825399,2025-08-08T05:06:58.257791,5,4,0,0,0,Clear,8200,None,,PS-007,Under Investigation
FIR-001887,Burglary,3,Central Zone,26.894712,75.808806,2026-06-11T02:12:58.257791,2,3,1,0,0,Fog,14500,None,P-00367,PS-001,Under Investigation
FIR-001888,Assault,3,East Ward,26.897477,75.832572,2025-11-05T17:25:58.257791,17,2,0,0,0,Clear,10800,Blunt Object,P-00445,PS-005,Cold
FIR-001889,Assault,5,East Ward,26.898017,75.841222,2026-07-18T02:42:58.257791,2,5,1,1,0,Rain,10800,None,,PS-006,Under Investigation
FIR-001890,Burglary,2,Riverside,26.875541,75.799101,2025-11-14T23:42:58.257791,23,4,1,0,0,Heatwave,5200,None,,PS-003,Under Investigation
FIR-001891,Theft,2,South Division,26.880189,75.789215,2026-04-25T08:31:58.257791,8,5,0,1,0,Cloudy,6400,None,,PS-005,Closed
FIR-001892,Burglary,2,Industrial Belt,26.869682,75.762718,2026-02-13T07:38:58.257791,7,4,0,0,0,Clear,3100,None,,PS-008,Under Investigation
FIR-001893,Vehicle Theft,1,West Sector,26.884281,75.765131,2025-10-09T19:36:58.257791,19,3,0,0,0,Heatwave,9100,None,P-00372,PS-007,Under Investigation
FIR-001894,Theft,2,Old City,26.926442,75.799297,2025-09-21T15:46:58.257791,15,6,0,1,0,Cloudy,16200,None,,PS-008,Closed
FIR-001895,Theft,1,South Division,26.864326,75.783159,2026-04-18T00:06:58.257791,0,5,1,1,0,Fog,6400,None,P-00474,PS-006,Under Investigation
FIR-001896,Theft,2,Industrial Belt,26.864048,75.776445,2026-04-23T12:04:58.257791,12,3,0,0,0,Fog,3100,None,,PS-007,Under Investigation
FIR-001897,Robbery,4,Old City,26.921149,75.794451,2025-08-10T17:16:58.257791,17,6,0,1,0,Fog,16200,Improvised,P-00501,PS-002,Cold
FIR-001898,Extortion,5,East Ward,26.895635,75.822502,2025-11-26T17:16:58.257791,17,2,0,0,0,Fog,10800,Improvised,P-00272,PS-005,Cold
FIR-001899,Assault,2,North District,26.916027,75.824642,2025-11-10T01:22:58.257791,1,0,1,0,0,Clear,8200,None,,PS-008,Closed
FIR-001900,Theft,1,Old City,26.922648,75.799416,2026-06-13T06:45:58.257791,6,5,0,1,0,Cloudy,16200,None,P-00337,PS-004,Chargesheet Filed
FIR-001901,Robbery,3,Old City,26.922333,75.798472,2025-12-28T08:24:58.257791,8,6,0,1,0,Rain,16200,Firearm,P-00558,PS-008,Under Investigation
FIR-001902,Theft,2,Industrial Belt,26.869063,75.772885,2026-01-11T15:09:58.257791,15,6,0,1,0,Cloudy,3100,None,P-00389,PS-001,Closed
FIR-001903,Assault,5,Central Zone,26.907286,75.794152,2026-03-15T11:46:58.257791,11,6,0,1,1,Rain,14500,None,,PS-007,Closed
FIR-001904,Burglary,3,South Division,26.87933,75.79122,2026-06-11T10:44:58.257791,10,3,0,0,0,Clear,6400,None,,PS-006,Cold
FIR-001905,Theft,3,East Ward,26.914299,75.828457,2025-08-08T00:02:58.257791,0,4,1,0,0,Heatwave,10800,None,,PS-006,Under Investigation
FIR-001906,Burglary,4,East Ward,26.893906,75.821128,2025-08-22T21:38:58.257791,21,4,1,0,0,Clear,10800,None,,PS-007,Under Investigation
FIR-001907,Narcotics,3,Central Zone,26.896463,75.811257,2026-05-29T23:49:58.257791,23,4,1,0,0,Clear,14500,None,,PS-001,Under Investigation
FIR-001908,Narcotics,2,East Ward,26.909383,75.823004,2025-09-25T05:08:58.257791,5,3,0,0,0,Rain,10800,None,P-00101,PS-003,Chargesheet Filed
FIR-001909,Narcotics,2,East Ward,26.893528,75.821073,2026-01-24T23:56:58.257791,23,5,1,1,0,Cloudy,10800,None,P-00400,PS-003,Closed
FIR-001910,Fraud,1,Old City,26.910223,75.813988,2026-07-16T06:50:58.257791,6,3,0,0,0,Cloudy,16200,None,,PS-001,Closed
FIR-001911,Fraud,1,Industrial Belt,26.869965,75.766614,2025-08-24T05:10:58.257791,5,6,0,1,0,Cloudy,3100,None,,PS-008,Closed
FIR-001912,Narcotics,3,Riverside,26.883314,75.805858,2026-05-23T10:38:58.257791,10,5,0,1,0,Clear,5200,None,P-00094,PS-006,Chargesheet Filed
FIR-001913,Vehicle Theft,1,East Ward,26.903478,75.824588,2026-03-31T22:46:58.257791,22,1,1,0,0,Cloudy,10800,None,P-00258,PS-002,Closed
FIR-001914,Robbery,5,Central Zone,26.906803,75.803873,2026-01-28T05:32:58.257791,5,2,0,0,0,Cloudy,14500,Improvised,P-00245,PS-001,Under Investigation
FIR-001915,Narcotics,4,Industrial Belt,26.85588,75.76528,2025-09-28T12:18:58.257791,12,6,0,1,0,Rain,3100,None,,PS-008,Under Investigation
FIR-001916,Theft,3,Old City,26.909761,75.810747,2026-01-15T18:43:58.257791,18,3,0,0,1,Rain,16200,None,,PS-006,Chargesheet Filed
FIR-001917,Fraud,1,South Division,26.863696,75.785978,2025-10-04T14:07:58.257791,14,5,0,1,0,Clear,6400,None,P-00301,PS-006,Under Investigation
FIR-001918,Robbery,3,West Sector,26.903611,75.775187,2026-07-19T00:14:58.257791,0,6,1,1,0,Fog,9100,Knife,,PS-008,Under Investigation
FIR-001919,Assault,4,West Sector,26.896786,75.767318,2026-03-12T08:31:58.257791,8,3,0,0,0,Cloudy,9100,None,P-00509,PS-003,Under Investigation
FIR-001920,Burglary,4,South Division,26.869278,75.778925,2025-12-21T17:28:58.257791,17,6,0,1,0,Rain,6400,None,P-00509,PS-005,Chargesheet Filed
FIR-001921,Vehicle Theft,3,Riverside,26.877985,75.819513,2026-05-30T03:26:58.257791,3,5,1,1,0,Rain,5200,None,,PS-002,Under Investigation
FIR-001922,Fraud,2,North District,26.910818,75.815917,2026-07-09T12:12:58.257791,12,3,0,0,0,Rain,8200,None,,PS-006,Cold
FIR-001923,Fraud,1,Industrial Belt,26.857014,75.760974,2026-03-14T07:19:58.257791,7,5,0,1,0,Clear,3100,None,P-00564,PS-003,Closed
FIR-001924,Cybercrime,2,Old City,26.925762,75.809642,2026-02-15T05:03:58.257791,5,6,0,1,1,Rain,16200,None,P-00094,PS-008,Cold
FIR-001925,Burglary,4,East Ward,26.898776,75.824955,2025-08-20T19:12:58.257791,19,2,0,0,0,Clear,10800,None,P-00245,PS-006,Cold
FIR-001926,Fraud,1,Old City,26.911952,75.816282,2025-09-27T07:26:58.257791,7,5,0,1,0,Heatwave,16200,None,,PS-007,Under Investigation
FIR-001927,Kidnapping,4,North District,26.908719,75.818017,2026-06-05T05:39:58.257791,5,4,0,0,0,Clear,8200,Firearm,,PS-004,Under Investigation
FIR-001928,Fraud,1,North District,26.923018,75.821898,2026-01-11T15:21:58.257791,15,6,0,1,0,Cloudy,8200,None,,PS-004,Under Investigation
FIR-001929,Extortion,5,West Sector,26.899319,75.763865,2025-08-19T13:34:58.257791,13,1,0,0,0,Heatwave,9100,Improvised,,PS-006,Closed
FIR-001930,Fraud,1,North District,26.922333,75.810228,2025-09-09T19:14:58.257791,19,1,0,0,0,Clear,8200,None,P-00152,PS-003,Under Investigation
FIR-001931,Fraud,3,West Sector,26.888697,75.768211,2025-08-19T19:30:58.257791,19,1,0,0,0,Rain,9100,None,,PS-004,Closed
FIR-001932,Vehicle Theft,3,North District,26.918741,75.812069,2025-07-28T15:33:58.257791,15,0,0,0,0,Fog,8200,None,,PS-002,Closed
FIR-001933,Assault,2,East Ward,26.911065,75.827893,2026-04-23T03:09:58.257791,3,3,1,0,0,Heatwave,10800,Knife,P-00295,PS-005,Chargesheet Filed
FIR-001934,Fraud,1,Old City,26.910055,75.810829,2025-07-31T11:05:58.257791,11,3,0,0,0,Clear,16200,None,P-00219,PS-008,Under Investigation
FIR-001935,Burglary,4,Old City,26.916411,75.811396,2026-02-23T03:08:58.257791,3,0,1,0,0,Rain,16200,None,,PS-008,Closed
FIR-001936,Assault,2,South Division,26.874394,75.791192,2025-11-26T08:29:58.257791,8,2,0,0,0,Rain,6400,Firearm,P-00227,PS-003,Under Investigation
FIR-001937,Burglary,4,East Ward,26.898213,75.837036,2026-06-30T20:10:58.257791,20,1,1,0,0,Fog,10800,None,,PS-006,Under Investigation
FIR-001938,Theft,3,Old City,26.9097,75.815597,2026-01-12T07:16:58.257791,7,0,0,0,0,Clear,16200,None,,PS-001,Chargesheet Filed
